row_id,conflict_name,conflict_id,country_id,incompatibility,dyad_name,dyad_id,unclear_dyad,monadic_event,intensity,start_event,end_event,temporal_precision,source,third_states_no,third_igo_no,third_other,third_faith_based,third_name,third_id1,third_id2,third_id3,third_id4,third_id5,third_id6,third_id7,third_id8,third_id9,third_id10,third_id11,third_id12,third_id13,third_id14,third_id15,third_id16,third_id17,third_id18,third_id19,third_id20,third_total,warring_party,type_of_talks,talks_incompatibility,talks_conflict_behavior,talks_other,talks_unknown,good_office,fact_finding,permanent_observers,peacekeeping
1340,DR Congo (Zaire),86,490,2,Government of DR Congo (Zaire) - RCD,40,0,0,1,09/03/2001,09/03/2001,1,"Reuters 2001-09-03 ""UPDATE 1-Annan urges rebels to quit key Congolese town.""",0,1,0,0,UN,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0
1341,DR Congo (Zaire),86,490,2,Government of DR Congo (Zaire) - RCD,40,0,0,1,10/15/2001,10/21/2001,1,"Reuters 2001-10-21 ""Congo mediator formally adjourns Addis meeting.""",0,1,0,0,UN,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0
1342,DR Congo (Zaire),86,490,2,Government of DR Congo (Zaire) - RCD,40,0,0,1,10/15/2001,10/21/2001,1,"Reuters 2001-10-21 ""Congo mediator formally adjourns Addis meeting.""",1,0,0,0,Ethiopia,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0
1343,DR Congo (Zaire),86,490,2,Government of DR Congo (Zaire) - MLC,41,0,0,1,10/15/2001,10/21/2001,1,"Reuters 2001-10-21 ""Congo mediator formally adjourns Addis meeting.""",0,1,0,0,UN,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0
1344,DR Congo (Zaire),86,490,2,Government of DR Congo (Zaire) - MLC,41,0,0,1,10/15/2001,10/21/2001,1,"Reuters 2001-10-21 ""Congo mediator formally adjourns Addis meeting.""",1,0,0,0,Ethiopia,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0
1345,DR Congo (Zaire),86,490,2,Government of DR Congo (Zaire) - RCD,40,0,0,1,11/24/2001,11/24/2001,1,"AFP 2001-11-24 ""Disarming Hutus in east DR Congo 'could be key' to peace: EU
[Corrected 11/24/01]""",0,1,0,0,EC/EU,11010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0
1346,DR Congo (Zaire),86,490,2,Government of DR Congo (Zaire) - RCD,40,0,0,1,12/06/2001,12/09/2001,1,"Reuters 2001-12-06 ""UPDATE 1-Congo's warring factions discuss new government."" AND  Xinhua 2001-12-08 ""Peace Talks on DRC Held in Nigeria Enters Deadlock."" AND Reuters 2001-12-+9 ""Congolese to make major decisions at Durban talks.""",0,1,0,0,UN,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0
1347,DR Congo (Zaire),86,490,2,Government of DR Congo (Zaire) - RCD,40,0,0,1,12/06/2001,12/09/2001,1,"Reuters 2001-12-06 ""UPDATE 1-Congo's warring factions discuss new government."" AND  Xinhua 2001-12-08 ""Peace Talks on DRC Held in Nigeria Enters Deadlock."" AND Reuters 2001-12-+9 ""Congolese to make major decisions at Durban talks.""",1,0,0,0,Nigeria,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1348,DR Congo (Zaire),86,490,2,Government of DR Congo (Zaire) - MLC,41,0,0,1,12/06/2001,12/09/2001,1,"Reuters 2001-12-06 ""UPDATE 1-Congo's warring factions discuss new government."" AND  Xinhua 2001-12-08 ""Peace Talks on DRC Held in Nigeria Enters Deadlock."" AND Reuters 2001-12-09 ""Congolese to make major decisions at Durban talks.""",0,1,0,0,UN,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0
1349,DR Congo (Zaire),86,490,2,Government of DR Congo (Zaire) - MLC,41,0,0,1,12/06/2001,12/09/2001,1,"Reuters 2001-12-06 ""UPDATE 1-Congo's warring factions discuss new government."" AND  Xinhua 2001-12-08 ""Peace Talks on DRC Held in Nigeria Enters Deadlock."" AND Reuters 2001-12-+9 ""Congolese to make major decisions at Durban talks.""",1,0,0,0,Nigeria,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1350,DR Congo (Zaire),86,490,2,Government of DR Congo (Zaire) - RCD,40,0,0,1,12/10/2001,12/12/2001,1,Reuters 2001-12-12,1,0,0,0,Kenya,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1351,DR Congo (Zaire),86,490,2,Government of DR Congo (Zaire) - MLC,41,0,0,1,12/10/2001,12/12/2001,1,Reuters 2001-12-12,1,0,0,0,Kenya,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1352,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - RCD,40,0,0,0,02/04/2002,02/07/2002,1,"AFP 2002-02-08 ""DR Congo rebel group refuses to join talks over ceasefire
demands [Corrected 02/07/02]"" AFP 2002-02-08 ""UN-sponsored talks on DR Congo falter over ceasefire""",1,0,0,0,Switzerland,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,0
1353,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - RCD,40,0,0,0,02/04/2002,02/07/2002,1,"AFP 2002-02-08 ""DR Congo rebel group refuses to join talks over ceasefire
demands [Corrected 02/07/02]"" AFP 2002-02-08 ""UN-sponsored talks on DR Congo falter over ceasefire""",0,1,0,0,UN,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,0
1354,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - MLC,41,0,0,0,02/04/2002,02/08/2002,1,"AFP 2002-02-08 ""DR Congo rebel group refuses to join talks over ceasefire
demands [Corrected 02/07/02]"" AFP 2002-02-08 ""UN-sponsored talks on DR Congo falter over ceasefire""",1,0,0,0,Switzerland,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,0
1355,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - MLC,41,0,0,0,02/04/2002,02/08/2002,1,"AFP 2002-02-08 ""DR Congo rebel group refuses to join talks over ceasefire
demands [Corrected 02/07/02]"" AFP 2002-02-08 ""UN-sponsored talks on DR Congo falter over ceasefire""",0,1,0,0,UN,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,0
1356,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - RCD,40,0,0,0,02/25/2002,03/14/2002,1,"Reuters 2002-02-27 ""Congo peace talks now stalled over attack claims.""",1,3,0,0,"UN, AU, South Africa, South African Development Community",11024,11000,560,11019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,1,0,0,0,0,0
1357,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - MLC,41,0,0,0,03/05/2002,03/14/2002,1,"AFP 2002-03-06 ""DRCongo peace talks resume [Corrected 03/06/02]""",1,3,0,0,"UN, AU, South Africa, South African Development Community",11024,11000,560,11019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,1,0,0,0,0,0
1358,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - RCD,40,0,0,0,03/21/2002,04/19/2002,1,"AFP 2002-03-21 ""URGENT DR Congo peace talks resume in South Africa"" AND AFP 2002-04-19 ""DR Congo peace talks collapse [Corrected 04/18/02]""",1,3,0,0,"UN, AU, South Africa, South African Development Community",11024,11000,560,11019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,1,0,0,0,0,0
1359,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - MLC,41,0,0,0,03/21/2002,04/19/2002,1,"AFP 2002-03-21 ""URGENT DR Congo peace talks resume in South Africa"" AND AFP 2002-04-19 ""DR Congo peace talks collapse [Corrected 04/18/02]""",1,3,0,0,"UN, AU, South Africa, South African Development Community",11024,11000,560,11019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,1,0,0,0,0,0
1360,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - MLC,41,0,0,0,04/28/2002,04/28/2002,1,"AFP 2002-04-28 ""Belgian foreign minister in Kinshasa for peace talks [Corrected 04/ 28/02]""",1,0,0,0,Belgium,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0
1361,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - MLC,41,0,0,0,04/28/2002,04/28/2002,1,"AFP 2002-04-28 ""Belgian foreign minister in Kinshasa for peace talks [Corrected 04/ 28/02]""",1,0,0,0,Belgium,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0
1362,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - RCD,40,0,0,0,05/02/2002,05/02/2002,1,"Reuters 2002-05-02 ""Congo combatants meet, fail to settle rift.""",1,0,0,0,Angola,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1363,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - RCD,40,0,0,0,05/07/2002,05/07/2002,1,"AFP 2002-05-08 ""DR Congo role players in South Africa for peace talks with Mbeki""",1,0,0,0,South Africa,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0
1364,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - MLC,41,0,0,0,05/07/2002,05/07/2002,1,"AFP 2002-05-08 ""DR Congo role players in South Africa for peace talks with Mbeki""",1,0,0,0,South Africa,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0
1365,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - RCD,40,0,0,0,05/09/2002,05/09/2002,1,"AFP 2002-05-09 ""Informal DR Congo peace talks begin in South Africa"" AND Reuters 2002-05-10 ""Congo groups ask S.Africa, Zambia to help end war.""",1,0,0,0,South Africa,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0
1366,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - RCD,40,0,0,0,10/27/2002,11/23/2002,1,"AFP 2002-10-27 ""DR Congo peace talks resume"" AND AFP 2002-11-23 ""DR Congo peace talks adjourn, set December 14 deadline""",1,1,1,0,"UN, South Africa, Civil society / community activists",11024,560,12008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0
1367,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - MLC,41,0,0,0,10/27/2002,11/23/2002,1,"AFP 2002-10-27 ""DR Congo peace talks resume"" AND AFP 2002-11-23 ""DR Congo peace talks adjourn, set December 14 deadline""",1,1,1,0,"UN, South Africa, Civil society / community activists",11024,560,12008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0
1368,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - RCD,40,0,0,0,12/09/2002,12/16/2002,1,"Congo power sharing talks resume in S.Africa. , 9 December 2002, Xinhua News Agency AND ""DR Congo peace talks to resume Monday after overnight session "", 16 December 2002, Agence France-Presse",1,1,1,0,"UN, South Africa, Civil society / community activists",11024,560,12008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,1,0,0,0,0,0
1369,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - MLC,41,0,0,0,12/09/2002,12/16/2002,1,"Congo power sharing talks resume in S.Africa. , 9 December 2002, Xinhua News Agency AND ""DR Congo peace talks to resume Monday after overnight session "", 16 December 2002, Agence France-Presse",1,1,1,0,"UN, South Africa, Civil society / community activists",11024,560,12008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,1,0,0,0,0,0
1370,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - RCD,40,0,0,0,12/19/2002,12/19/2002,1,"Xinhua 2002-12-19 ""Meeting on returning peace to Congo held in Uganda.""",2,2,0,0,"Zambia, South Africa, UN, AU",551,560,11024,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,0,0,0,0,0
1371,DR Congo (Zaire),86,490,0,Government of DR Congo (Zaire) - MLC,41,0,0,0,12/19/2002,12/19/2002,1,"Xinhua 2002-12-19 ""Meeting on returning peace to Congo held in Uganda.""",2,2,0,0,"Zambia, South Africa, UN, AU",551,560,11024,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,0,0,0,0,0
1372,Ethiopia (Ogaden),133,530,1,Government of Ethiopia - ONLF,54,0,0,1,09/01/2003,10/31/2003,5,"""Ethiopia: Delegation of ethnic Somali rebel group tours USA"", 15 October 2003, BBC Monitoring Africa; ""Ethiopia: Delegation of ethnic Somali rebel group tours USA"", 15 October 2003, BBC Monitoring Africa",2,0,0,0,"USA, Somalia",2,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,1,0,0,0,0,0
1373,Ethiopia (Ogaden),133,530,1,Government of Ethiopia - ONLF,54,0,0,1,06/02/2004,06/02/2004,2,"""Ethiopian ONLF rebel movement ""on the verge of being disbanded"", 2 June 2004, BBC Monitoring Africa",1,0,0,0,Somalia,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,0
1374,Ethiopia (Ogaden),133,530,1,Government of Ethiopia - ONLF,54,0,0,1,06/02/2004,06/02/2004,2,"""Ethiopian ONLF rebel movement ""on the verge of being disbanded"", 2 June 2004, BBC Monitoring Africa",1,0,0,0,UK,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0
1375,Ethiopia (Ogaden),133,530,1,Government of Ethiopia - ONLF,54,0,0,1,06/02/2004,06/02/2004,2,"""Ethiopian ONLF rebel movement ""on the verge of being disbanded"", 2 June 2004, BBC Monitoring Africa",1,0,0,0,Kenya,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0
1376,Ethiopia (Ogaden),133,530,1,Government of Ethiopia - ONLF,54,0,0,1,06/02/2004,06/02/2004,2,"""Ethiopian ONLF rebel movement ""on the verge of being disbanded"", 2 June 2004, BBC Monitoring Africa",1,0,0,0,UK,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0
1377,Ethiopia (Oromiya),219,530,1,Government of Ethiopia - OLF,55,0,0,1,10/06/1998,10/09/1998,2,"All Africa 1998-10-23 ""War of Words.""",1,0,0,0,Eritrea,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,0
1378,Ethiopia (Oromiya),219,530,1,Government of Ethiopia - OLF,55,0,0,1,07/22/2004,07/23/2004,1,"""Kenya asks Ethiopia to ""act speedily"" against Oromo rebels"", 22 July 2004, BBC Monitoring Africa",1,0,0,0,Kenya,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
1379,Guinea,111,438,2,Government of Guinea - RFDG,57,0,0,1,10/04/2000,10/04/2000,1,"Reuters 2000-10-04, ""W.Africa security body starts talks on flashpoints""; Reuters 2000-10-05, ""Group says Ivorian crisis threatens whole region""",0,1,0,0,ECOWAS,11006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
1380,Guinea,111,438,2,Government of Guinea - RFDG,57,0,0,1,10/04/2000,10/04/2000,1,"Reuters 2000-10-04, ""W.Africa security body starts talks on flashpoints""; Reuters 2000-10-05, ""Group says Ivorian crisis threatens whole region""",1,0,0,0,Nigeria,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1381,Guinea,111,438,2,Government of Guinea - RFDG,57,0,0,1,10/08/2000,10/08/2000,1,"Reuters 2000-10-07, ""U.N. Council mission goes to Sierra Leone""; Reuters 2000-10-12, ""UN team wraps up S.Leone trip, urges robust force""; Reuters 2000-10-17, ""Liberia's Taylor said reconsidering role in S.Leone""",0,1,0,0,UN,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
1382,Guinea,111,438,2,Government of Guinea - RFDG,57,0,0,1,11/01/2000,11/30/2000,4,"Reuters 2000-11-12, ""Guinea postpones Nov 26 parliamentary elections""; Reuters 2000-11-13, ""Gunmen launch new border attacks on Guinea-sources""; Reuters 2000-11-19, ""INTERVIEW-ECOWAS team wants Liberia-Guinea border monitors""",0,1,0,0,ECOWAS,11006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1383,Guinea,111,438,2,Government of Guinea - RFDG,57,0,0,1,12/27/2000,12/28/2000,1,"Reuters 2000-12-27, ""West Africa army chiefs meet on Guinea deployment""; Reuters 2000-12-28, ""W.African force of 1,600 to police Guinea border""; Xinhua 2000-12-28, ""ECOWAS to Deploy Peacekeepers for Mano River Union""",0,1,0,0,ECOWAS,11006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
1384,Guinea,111,438,2,Government of Guinea - RFDG,57,0,0,1,12/27/2000,12/28/2000,1,"Reuters 2000-12-27, ""West Africa army chiefs meet on Guinea deployment""; Reuters 2000-12-28, ""W.African force of 1,600 to police Guinea border""; Xinhua 2000-12-28, ""ECOWAS to Deploy Peacekeepers for Mano River Union""",1,0,0,0,Nigeria,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1385,Guinea,111,438,2,Government of Guinea - RFDG,57,0,0,1,02/12/2001,02/12/2001,1,"Reuters 2001-02-13, ""UNHCR chief wins Guinea pledge on refugee security""",0,1,0,0,UN,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
1386,Guinea,111,438,2,Government of Guinea - RFDG,57,0,0,1,03/19/2001,03/19/2001,1,"AFP 2001-03-19, ""Nigeria is striving for peace in west Africa: Obasanjo ATTENTION - UPDATES with meeting end""",1,0,0,0,Nigeria,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0
1387,Guinea,111,438,2,Government of Guinea - RFDG,57,0,0,1,04/01/2001,04/05/2001,3,"Reuters 2001-04-05, ""Refugees in Guinea harmed by all sides-Amnesty""",0,0,1,0,Amnesty,12003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1388,Guinea,111,438,2,Government of Guinea - RFDG,57,0,0,1,04/10/2001,04/10/2001,1,"AFP 2001-04-10, ""UN, ECOWAS meeting opens on Sierra Leone""",0,1,0,0,ECOWAS,11006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
1389,Guinea,111,438,2,Government of Guinea - RFDG,57,0,0,1,04/10/2001,04/11/2001,1,"AFP 2001-04-10, ""UN, ECOWAS meeting opens on Sierra Leone""",1,0,0,0,Nigeria,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1390,Guinea,111,438,2,Government of Guinea - RFDG,57,0,0,1,04/11/2001,04/11/2001,1,"Reuters 2001-04-11, ""CORRECTED - West African leaders begin emergency summit""; AFP 2001-04-11, ""ECOWAS asks UN nod for west African troops in conflict zone""",0,1,0,0,ECOWAS,11006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
1391,Guinea,111,438,2,Government of Guinea - RFDG,57,0,0,1,08/14/2001,08/14/2001,1,"Reuters 2001-08-14, ""Ministers plan summit to end West African war""; Xinhua 2001-08-15, ""Sierra Leone, Guinea, Liberia Agree to Address Armed Groups""",2,0,0,0,"Liberia, Sierra Leone",450,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,0,0,0
1392,Guinea,111,438,2,Government of Guinea - RFDG,57,0,0,1,09/08/2001,09/08/2001,1,"Reuters 2001-09-08, ""West African talks focus on stopping armed rebels""; Reuters 2001-09-10, ""Guinea's Conte says ready to meet Taylor over war""; Reuters 2001-09-10, ""UPDATE 1-Guinea's Conte to meet Taylor in January - sources""",2,0,0,0,"Liberia, Sierra Leone",450,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,0,0,0
1393,Guinea-Bissau,216,404,2,"Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",58,0,0,1,06/01/1998,06/30/1998,4,"Reuters 1998-06-14, ""Gambia offers to mediate in Guinea-Bissau crisis""",1,0,0,0,Gambia,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
1394,Guinea-Bissau,216,404,2,"Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",58,0,0,1,06/01/1998,06/30/1998,4,"Reuters 1998-06-26, ""EU negotiates to send aid to Guinea-Bissau""",0,1,0,0,EC/EU,11010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,0,0,0,0,0
1395,Guinea-Bissau,216,404,2,"Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",58,0,0,1,06/01/1998,06/30/1998,4,"Reuters 1998-06-26, ""EU negotiates to send aid to Guinea-Bissau""",0,1,0,0,EC/EU,11010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,1,0,0,0,0,0
1396,Guinea-Bissau,216,404,2,"Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",58,0,0,1,06/12/1998,06/12/1998,1,"Reuters 1998-06-12, ""Bissau rebels give foreign troops 48-hours to go""",1,0,0,0,France,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,1,0,0,0,0,0
1397,Guinea-Bissau,216,404,2,"Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",58,0,0,1,06/12/1998,06/12/1998,1,"Reuters 1998-06-12, ""Bissau government ready to talk to rebels - radio""; Reuters 1998-06-13, ""Bissau mediation bid continues despite shelling""",0,0,2,1,"Christian representatives (catholics, lutherans, russian orthodox etc.), Muslim / Islamic Religious Representatives (shiite, sunni etc.)",12007,12025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,0,0,0,0,0,0
1398,Guinea-Bissau,216,404,2,"Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",58,0,0,1,06/17/1998,06/17/1998,1,"Reuters 1998-06-17, ""Gambian minister begins mediation bid in Bissau""; Reuters 1998-06-17, ""FOCUS-Gambia seeks Bissau truce, fighting eases""",1,0,0,0,Gambia,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
1399,Guinea-Bissau,216,404,2,"Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",58,0,0,1,06/17/1998,06/17/1998,1,"Reuters 1998-06-18, ""Bissau bishop says Vieira set against rebel talks""",0,0,1,1,"Christian representatives (catholics, lutherans, russian orthodox etc.)",12007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
1400,Guinea-Bissau,216,404,2,"Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",58,0,0,1,06/27/1998,06/27/1998,1,"Reuters 1998-06-27, ""Portuguese, Angolan mediators meet Bissau minister""",2,0,0,0,"Portugal, Angola",235,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,0,0,0
1401,Guinea-Bissau,216,404,2,"Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",58,0,0,1,06/27/1998,06/27/1998,1,"Reuters 1998-06-28, ""Portuguese, Angolan ministers meet Bissau rebels""; Reuters 1998-06-28, ""FOCUS-Bissau loyalists, rebels hold first talks""",2,0,0,0,"Portugal, Angola",235,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,1,0,0,0,0
1402,Guinea-Bissau,216,404,2,"Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",58,0,0,1,06/28/1998,06/28/1998,1,"Reuters 1998-06-29, ""Sporadic shooting in Bissau before peace talks""",2,0,0,0,"Portugal, Angola",235,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,1,0,0,0,0,0
1403,Guinea-Bissau,216,404,2,"Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",58,0,0,1,06/28/1998,06/28/1998,1,"Reuters 1998-06-28, ""FOCUS-Bissau loyalists, rebels to hold talks""",2,0,0,0,"Portugal, Angola",235,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,0,0,0
1404,Guinea-Bissau,216,404,2,"Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",58,0,0,1,06/28/1998,06/28/1998,1,"Reuters 1998-06-29, ""FOCUS - Mediators say Bissau peace moves positive""",2,0,0,0,"Portugal, Angola",235,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,1,0,0,0,0
1405,Guinea-Bissau,216,404,2,"Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",58,0,0,1,06/28/1998,06/28/1998,1,"Reuters 1998-06-29, ""FOCUS - Mediators say Bissau peace moves positive""",1,0,0,0,Gambia,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,1,0,0,0,0,0
1406,Guinea-Bissau,216,404,2,"Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",58,0,0,1,06/30/1998,07/01/1998,1,"Reuters 1998-07-01, ""Guinea-Bissau peacekeeping plans in doubt""",0,1,0,0,ECOWAS,11006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0
